image_id,class_ids,class_names,prompt,num_candidates,gt_area,gt_area_ratio,gt_score,sam_best_box_idx,sam_best_mask_idx,sam_best_gt_iou,sam_best_our_score,sam_best_sam_conf,sam_best_dino_logit,ours_best_box_idx,ours_best_mask_idx,ours_best_gt_iou,ours_best_our_score,ours_best_sam_conf,ours_best_dino_logit
2009_004590,6,bus,bus .,6,55021,0.34526229919678714,0.7171290754488048,0,2,0.8084067143643369,0.8272124213712995,0.9777383804321289,0.8965649008750916,0,1,0.8076020084657173,0.8345074090654168,0.9717193245887756,0.8965649008750916
2009_004072,6,bus,bus .,3,124209,0.662448,0.8593652640522823,0,1,0.9606078053031246,0.8504039628335816,0.9906257390975952,0.9373397827148438,0,1,0.9606078053031246,0.8504039628335816,0.9906257390975952,0.9373397827148438
2009_002535,6,bus,bus .,3,47039,0.27111815561959657,0.8884076964509323,0,2,0.9586357781094731,0.8994134927758086,0.9875027537345886,0.9746670126914978,0,1,0.9577766445690974,0.9068419223196278,0.9865961670875549,0.9746670126914978
2009_003703,6,bus,bus .,12,77799,0.414928,0.8206972496354579,0,2,0.8998272451866504,0.8400566626121989,0.9834386706352234,0.8140054941177368,0,1,0.8995050247487626,0.8407273283556973,0.9799225330352783,0.8140054941177368
2010_003293,6,bus,bus .,6,60742,0.3648168168168168,0.9515149642222576,0,2,0.9198497570969595,0.958356119486689,0.9876536726951599,0.8769698739051819,0,1,0.9180348162475822,0.9641156097506052,0.9854552745819092,0.8769698739051819
2007_009764,6,bus,bus .,6,90019,0.4801013333333333,0.7422913824538477,1,2,0.525250071764524,0.677907763285583,0.9801688194274902,0.7050929665565491,1,1,0.5279210189959892,0.678790754170177,0.9725386500358582,0.7050929665565491
2010_002868,6,bus,bus .,12,113096,0.6031786666666666,0.7151830782781572,0,2,0.6577164675452642,0.818707015016181,0.9920014142990112,0.7695316672325134,0,2,0.6577164675452642,0.818707015016181,0.9920014142990112,0.7695316672325134
2009_000335,6,bus,bus .,9,62686,0.3764924924924925,0.8034367873338661,0,2,0.7559287451934396,0.894564501703303,0.9864155650138855,0.7994124889373779,0,1,0.7553169846163477,0.9097769455002077,0.9862123727798462,0.7994124889373779
2010_000573,6,bus,bus .,3,70981,0.3765570291777188,0.9163211780792185,0,1,0.9353642768556878,0.8853697745138003,0.9883444309234619,0.9671836495399475,0,2,0.939595713073005,0.9267686037418947,0.988128125667572,0.9671836495399475
2011_000312,6,bus,bus .,6,41493,0.2492072072072072,0.5346299546093475,1,2,0.42594122506786264,0.6151393373393386,0.9850983619689941,0.7906597256660461,1,1,0.4254207367306108,0.6240656453440172,0.9819564819335938,0.7906597256660461
2009_004789,6,bus,bus .,9,117280,0.6254933333333333,0.7090401764224923,1,1,0.7292030765853618,0.7825845743836286,0.9881730675697327,0.6989524364471436,1,1,0.7292030765853618,0.7825845743836286,0.9881730675697327,0.6989524364471436
2007_008747,6,bus,bus .,6,38158,0.20350933333333332,0.6736208921028779,0,2,0.9644792753365055,0.6583039078775332,0.9834340810775757,0.9134238362312317,0,1,0.964001015486164,0.6615464433767326,0.9804234504699707,0.9134238362312317
2010_003772,6,bus,bus .,3,30109,0.16058133333333333,0.6532174529363581,0,2,0.9660793941144379,0.6707669140166967,0.9835395812988281,0.9654145836830139,0,1,0.9627603416834629,0.6997405725009939,0.9785135984420776,0.9654145836830139
2007_000663,6,bus,bus .,3,151036,0.7158104265402844,0.7483463102537588,0,2,0.9833667229017292,0.7481994909751346,0.9881377816200256,0.9161776900291443,0,1,0.9831917288037434,0.750648484837082,0.986120343208313,0.9161776900291443
2010_001646,6,bus,bus .,9,70315,0.4735016835016835,0.746440474893275,2,2,0.5636814378679889,0.6861751097778508,0.9909528493881226,0.8381242752075195,2,1,0.5630221372113302,0.6911956696021695,0.9876198768615723,0.8381242752075195
2010_004348,6,bus,bus .,15,88876,0.6129379310344828,0.7008539900844155,0,1,0.8223742007228245,0.8583849614758099,0.9913798570632935,0.8155682682991028,0,1,0.8223742007228245,0.8583849614758099,0.9913798570632935,0.8155682682991028
2011_001064,6,bus,bus .,6,43536,0.232192,0.5950478420124657,1,2,0.8393502529917276,0.5753996374090457,0.974326491355896,0.9222302436828613,1,1,0.8259195977925725,0.6216073739975415,0.972945511341095,0.9222302436828613
2009_001854,6,bus,bus .,39,81760,0.49105105105105107,0.822382213841309,0,1,0.8189368968430573,0.9308518552023414,0.9911309480667114,0.8036130666732788,0,1,0.8189368968430573,0.9308518552023414,0.9911309480667114,0.8036130666732788
2011_003114,6,bus,bus .,3,48714,0.2925765765765766,0.7914250387597569,0,2,0.9444390424145777,0.7949841710370628,0.9875859022140503,0.9454180002212524,0,1,0.9420688053867884,0.8107670593479914,0.9860821962356567,0.9454180002212524
